,percentage,tierBased,maker,taker,tiers,precision,limits,id,symbol,base,quote,baseId,quoteId,type,future,spot,active,info
KNCHEDGE/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.05}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",KNCHEDGE/USD,KNCHEDGE/USD,KNCHEDGE,USD,KNCHEDGE,USD,spot,False,True,True,"{'name': 'KNCHEDGE/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '423.05', 'bid': '428.75', 'ask': '431.95', 'price': '428.75', 'type': 'spot', 'baseCurrency': 'KNCHEDGE', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.0005827505827505828', 'change24h': '-0.05540868032606301', 'changeBod': '0.018650510810168688', 'quoteVolume24h': '15641.82556', 'volumeUsd24h': '15641.82556'}"
LEOBEAR/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.001, 'price': 0.025}","{'amount': {'min': 0.001, 'max': None}, 'price': {'min': 0.025, 'max': None}, 'cost': {'min': None, 'max': None}}",LEOBEAR/USD,LEOBEAR/USD,LEOBEAR,USD,LEOBEAR,USD,spot,False,True,True,"{'name': 'LEOBEAR/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.025', 'sizeIncrement': '0.001', 'minProvideSize': '0.001', 'last': '81.75', 'bid': '81.75', 'ask': '84.3', 'price': '81.75', 'type': 'spot', 'baseCurrency': 'LEOBEAR', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.003067484662576687', 'change24h': '-0.12730184147317855', 'changeBod': '-0.10899182561307902', 'quoteVolume24h': '899.4871', 'volumeUsd24h': '899.4871'}"
LEOBULL/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.25}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.25, 'max': None}, 'cost': {'min': None, 'max': None}}",LEOBULL/USD,LEOBULL/USD,LEOBULL,USD,LEOBULL,USD,spot,False,True,True,"{'name': 'LEOBULL/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.25', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '795.5', 'bid': '766.25', 'ask': '793.0', 'price': '793.0', 'type': 'spot', 'baseCurrency': 'LEOBULL', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.018625561978163133', 'change24h': '0.11298245614035088', 'changeBod': '0.036601307189542485', 'quoteVolume24h': '4957.384975', 'volumeUsd24h': '4957.384975'}"
LEOHALF/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1e-05, 'price': 0.5}","{'amount': {'min': 1e-05, 'max': None}, 'price': {'min': 0.5, 'max': None}, 'cost': {'min': None, 'max': None}}",LEOHALF/USD,LEOHALF/USD,LEOHALF,USD,LEOHALF,USD,spot,False,True,True,"{'name': 'LEOHALF/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.5', 'sizeIncrement': '0.00001', 'minProvideSize': '0.00001', 'last': '8010.0', 'bid': '9595.0', 'ask': '9658.5', 'price': '9595.0', 'type': 'spot', 'baseCurrency': 'LEOHALF', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.0007290147885857113', 'change24h': '0.015720107976499233', 'changeBod': '0.005238344683080147', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
LEOHEDGE/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.25}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.25, 'max': None}, 'cost': {'min': None, 'max': None}}",LEOHEDGE/USD,LEOHEDGE/USD,LEOHEDGE,USD,LEOHEDGE,USD,spot,False,True,True,"{'name': 'LEOHEDGE/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.25', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '2466.0', 'bid': '2274.0', 'ask': '2300.25', 'price': '2300.25', 'type': 'spot', 'baseCurrency': 'LEOHEDGE', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0009791122715404699', 'change24h': '-0.028713184841127413', 'changeBod': '-0.011176786673831273', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
LINKBEAR/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1000000.0, 'price': 1e-08}","{'amount': {'min': 1000000.0, 'max': None}, 'price': {'min': 1e-08, 'max': None}, 'cost': {'min': None, 'max': None}}",LINKBEAR/USD,LINKBEAR/USD,LINKBEAR,USD,LINKBEAR,USD,spot,False,True,True,"{'name': 'LINKBEAR/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '1e-8', 'sizeIncrement': '1000000.0', 'minProvideSize': '1000000.0', 'last': '2e-7', 'bid': '1.9e-7', 'ask': '2e-7', 'price': '2e-7', 'type': 'spot', 'baseCurrency': 'LINKBEAR', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0', 'change24h': '-0.09090909090909091', 'changeBod': '-0.09090909090909091', 'quoteVolume24h': '5656.23', 'volumeUsd24h': '5656.23'}"
LINKBEAR/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1000000.0, 'price': 1e-08}","{'amount': {'min': 1000000.0, 'max': None}, 'price': {'min': 1e-08, 'max': None}, 'cost': {'min': None, 'max': None}}",LINKBEAR/USDT,LINKBEAR/USDT,LINKBEAR,USDT,LINKBEAR,USDT,spot,False,True,True,"{'name': 'LINKBEAR/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '1e-8', 'sizeIncrement': '1000000.0', 'minProvideSize': '1000000.0', 'last': '2.1e-7', 'bid': '1.9e-7', 'ask': '2.1e-7', 'price': '2.1e-7', 'type': 'spot', 'baseCurrency': 'LINKBEAR', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.05', 'change24h': '0.0', 'changeBod': '-0.045454545454545456', 'quoteVolume24h': '20.53', 'volumeUsd24h': '20.5296663875'}"
LINKBULL/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.001}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",LINKBULL/USD,LINKBULL/USD,LINKBULL,USD,LINKBULL,USD,spot,False,True,True,"{'name': 'LINKBULL/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '4.396', 'bid': '4.374', 'ask': '4.396', 'price': '4.396', 'type': 'spot', 'baseCurrency': 'LINKBULL', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.009878244888582587', 'change24h': '0.06621392190152801', 'changeBod': '0.11743772241992882', 'quoteVolume24h': '97687.81071', 'volumeUsd24h': '97687.81071'}"
LINKBULL/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.001}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",LINKBULL/USDT,LINKBULL/USDT,LINKBULL,USDT,LINKBULL,USDT,spot,False,True,True,"{'name': 'LINKBULL/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '4.292', 'bid': '4.372', 'ask': '4.403', 'price': '4.372', 'type': 'spot', 'baseCurrency': 'LINKBULL', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.010399815114397967', 'change24h': '0.06764346764346764', 'changeBod': '0.1082382762991128', 'quoteVolume24h': '157326.08249', 'volumeUsd24h': '157323.52594115955'}"
LINKHALF/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1e-05, 'price': 1.0}","{'amount': {'min': 1e-05, 'max': None}, 'price': {'min': 1.0, 'max': None}, 'cost': {'min': None, 'max': None}}",LINKHALF/USD,LINKHALF/USD,LINKHALF,USD,LINKHALF,USD,spot,False,True,True,"{'name': 'LINKHALF/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '1.0', 'sizeIncrement': '0.00001', 'minProvideSize': '0.00001', 'last': '19652.0', 'bid': '19351.0', 'ask': '19404.0', 'price': '19404.0', 'type': 'spot', 'baseCurrency': 'LINKHALF', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.002065688907250568', 'change24h': '0.013157894736842105', 'changeBod': '0.018636148879206258', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
LINKHEDGE/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.0025}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.0025, 'max': None}, 'cost': {'min': None, 'max': None}}",LINKHEDGE/USD,LINKHEDGE/USD,LINKHEDGE,USD,LINKHEDGE,USD,spot,False,True,True,"{'name': 'LINKHEDGE/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0025', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '22.035', 'bid': '21.7825', 'ask': '21.88', 'price': '21.88', 'type': 'spot', 'baseCurrency': 'LINKHEDGE', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.004436355363439882', 'change24h': '-0.023650156180276664', 'changeBod': '-0.03335542301745085', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
LTCBEAR/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 5e-06}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",LTCBEAR/USD,LTCBEAR/USD,LTCBEAR,USD,LTCBEAR,USD,spot,False,True,True,"{'name': 'LTCBEAR/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-6', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.011325', 'bid': '0.01135', 'ask': '0.01144', 'price': '0.01135', 'type': 'spot', 'baseCurrency': 'LTCBEAR', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.001759014951627089', 'change24h': '-0.05377240516882034', 'changeBod': '-0.07157464212678936', 'quoteVolume24h': '15655.0711', 'volumeUsd24h': '15655.0711'}"
LTCBEAR/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 10.0, 'price': 5e-06}","{'amount': {'min': 10.0, 'max': None}, 'price': {'min': 5e-06, 'max': None}, 'cost': {'min': None, 'max': None}}",LTCBEAR/USDT,LTCBEAR/USDT,LTCBEAR,USDT,LTCBEAR,USDT,spot,False,True,True,"{'name': 'LTCBEAR/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-6', 'sizeIncrement': '10.0', 'minProvideSize': '10.0', 'last': '0.0107', 'bid': '0.011315', 'ask': '0.01148', 'price': '0.011315', 'type': 'spot', 'baseCurrency': 'LTCBEAR', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.002644336712208021', 'change24h': '-0.054720133667502086', 'changeBod': '-0.0759493670886076', 'quoteVolume24h': '28998.80525', 'volumeUsd24h': '28998.334019414688'}"
LTCBULL/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",LTCBULL/USD,LTCBULL/USD,LTCBULL,USD,LTCBULL,USD,spot,False,True,True,"{'name': 'LTCBULL/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.2775', 'bid': '0.2777', 'ask': '0.2787', 'price': '0.2777', 'type': 'spot', 'baseCurrency': 'LTCBULL', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.001079136690647482', 'change24h': '0.03735524841240194', 'changeBod': '0.06357717349674455', 'quoteVolume24h': '53369.703', 'volumeUsd24h': '53369.703'}"
LTCBULL/USDT,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1.0, 'price': 0.0001}","{'amount': {'min': 1.0, 'max': None}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': None, 'max': None}}",LTCBULL/USDT,LTCBULL/USDT,LTCBULL,USDT,LTCBULL,USDT,spot,False,True,True,"{'name': 'LTCBULL/USDT', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.0001', 'sizeIncrement': '1.0', 'minProvideSize': '1.0', 'last': '0.2773', 'bid': '0.2765', 'ask': '0.2802', 'price': '0.2773', 'type': 'spot', 'baseCurrency': 'LTCBULL', 'quoteCurrency': 'USDT', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.003951149425287357', 'change24h': '0.03431555389779933', 'changeBod': '0.06490015360983103', 'quoteVolume24h': '60519.3104', 'volumeUsd24h': '60518.326961206'}"
LTCHALF/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1e-05, 'price': 0.5}","{'amount': {'min': 1e-05, 'max': None}, 'price': {'min': 0.5, 'max': None}, 'cost': {'min': None, 'max': None}}",LTCHALF/USD,LTCHALF/USD,LTCHALF,USD,LTCHALF,USD,spot,False,True,True,"{'name': 'LTCHALF/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.5', 'sizeIncrement': '0.00001', 'minProvideSize': '0.00001', 'last': '12633.5', 'bid': '12856.0', 'ask': '12892.5', 'price': '12856.0', 'type': 'spot', 'baseCurrency': 'LTCHALF', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0004279989105482277', 'change24h': '0.007760445245747433', 'changeBod': '0.010771287050868779', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
LTCHEDGE/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.05}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.05, 'max': None}, 'cost': {'min': None, 'max': None}}",LTCHEDGE/USD,LTCHEDGE/USD,LTCHEDGE,USD,LTCHEDGE,USD,spot,False,True,True,"{'name': 'LTCHEDGE/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.05', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '639.75', 'bid': '581.6', 'ask': '583.4', 'price': '583.4', 'type': 'spot', 'baseCurrency': 'LTCHEDGE', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.0008577800651912849', 'change24h': '-0.015192437542201216', 'changeBod': '-0.021140939597315438', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
MATICBEAR2021/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 0.00025}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 0.00025, 'max': None}, 'cost': {'min': None, 'max': None}}",MATICBEAR2021/USD,MATICBEAR2021/USD,MATICBEAR2021,USD,MATICBEAR2021,USD,spot,False,True,True,"{'name': 'MATICBEAR2021/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00025', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '0.47', 'bid': '0.463', 'ask': '0.46925', 'price': '0.46925', 'type': 'spot', 'baseCurrency': 'MATICBEAR2021', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.044783715012722644', 'change24h': '-0.07299486369024101', 'changeBod': '-0.1257568700512343', 'quoteVolume24h': '220309.73939', 'volumeUsd24h': '220309.73939'}"
MATICBULL/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.01, 'price': 0.001}","{'amount': {'min': 0.01, 'max': None}, 'price': {'min': 0.001, 'max': None}, 'cost': {'min': None, 'max': None}}",MATICBULL/USD,MATICBULL/USD,MATICBULL,USD,MATICBULL,USD,spot,False,True,True,"{'name': 'MATICBULL/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.001', 'sizeIncrement': '0.01', 'minProvideSize': '0.01', 'last': '4.462', 'bid': '4.45', 'ask': '4.464', 'price': '4.462', 'type': 'spot', 'baseCurrency': 'MATICBULL', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.048895157498824636', 'change24h': '0.03048498845265589', 'changeBod': '0.1394279877425945', 'quoteVolume24h': '1365499.61529', 'volumeUsd24h': '1365499.61529'}"
MATICHALF/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 1e-06, 'price': 5.0}","{'amount': {'min': 1e-06, 'max': None}, 'price': {'min': 5.0, 'max': None}, 'cost': {'min': None, 'max': None}}",MATICHALF/USD,MATICHALF/USD,MATICHALF,USD,MATICHALF,USD,spot,False,True,True,"{'name': 'MATICHALF/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '5.0', 'sizeIncrement': '1e-6', 'minProvideSize': '1e-6', 'last': '79870.0', 'bid': '76605.0', 'ask': '76950.0', 'price': '76950.0', 'type': 'spot', 'baseCurrency': 'MATICHALF', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.008717310087173101', 'change24h': '0.009312696747114376', 'changeBod': '0.02245548764283816', 'quoteVolume24h': '0.0', 'volumeUsd24h': '0.0'}"
MATICHEDGE/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.1, 'price': 5e-05}","{'amount': {'min': 0.1, 'max': None}, 'price': {'min': 5e-05, 'max': None}, 'cost': {'min': None, 'max': None}}",MATICHEDGE/USD,MATICHEDGE/USD,MATICHEDGE,USD,MATICHEDGE,USD,spot,False,True,True,"{'name': 'MATICHEDGE/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.00005', 'sizeIncrement': '0.1', 'minProvideSize': '0.1', 'last': '0.57105', 'bid': '0.5579', 'ask': '0.56215', 'price': '0.56215', 'type': 'spot', 'baseCurrency': 'MATICHEDGE', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.016102214054432483', 'change24h': '-0.022517822987306556', 'changeBod': '-0.03832007527157642', 'quoteVolume24h': '35937.493625', 'volumeUsd24h': '35937.493625'}"
MIDBEAR/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 100.0, 'price': 5e-07}","{'amount': {'min': 100.0, 'max': None}, 'price': {'min': 5e-07, 'max': None}, 'cost': {'min': None, 'max': None}}",MIDBEAR/USD,MIDBEAR/USD,MIDBEAR,USD,MIDBEAR,USD,spot,False,True,True,"{'name': 'MIDBEAR/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '5e-7', 'sizeIncrement': '100.0', 'minProvideSize': '100.0', 'last': '0.0016645', 'bid': '0.001625', 'ask': '0.001639', 'price': '0.001639', 'type': 'spot', 'baseCurrency': 'MIDBEAR', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '-0.014135338345864662', 'change24h': '-0.05287489164981219', 'changeBod': '-0.045428072218986607', 'quoteVolume24h': '604.6127', 'volumeUsd24h': '604.6127'}"
MIDBULL/USD,True,True,0.0002,0.0007000000000000001,"{'taker': [[0, 0.0007000000000000001], [1000000, 0.0006], [5000000, 0.00055], [10000000, 0.0005], [15000000, 0.00045], [35000000, 0.0004]], 'maker': [[0, 0.0002], [1000000, 0.0002], [5000000, 0.00015], [10000000, 0.00015], [15000000, 0.0001], [35000000, 0.0001]]}","{'amount': 0.0001, 'price': 0.1}","{'amount': {'min': 0.0001, 'max': None}, 'price': {'min': 0.1, 'max': None}, 'cost': {'min': None, 'max': None}}",MIDBULL/USD,MIDBULL/USD,MIDBULL,USD,MIDBULL,USD,spot,False,True,True,"{'name': 'MIDBULL/USD', 'enabled': True, 'postOnly': False, 'priceIncrement': '0.1', 'sizeIncrement': '0.0001', 'minProvideSize': '0.0001', 'last': '402.9', 'bid': '403.5', 'ask': '407.0', 'price': '403.5', 'type': 'spot', 'baseCurrency': 'MIDBULL', 'quoteCurrency': 'USD', 'underlying': None, 'restricted': False, 'highLeverageFeeExempt': True, 'change1h': '0.002982848620432513', 'change24h': '0.04533678756476684', 'changeBod': '0.05270023480302635', 'quoteVolume24h': '1353.70701', 'volumeUsd24h': '1353.70701'}"
